Latitude,Longitude,Avg_Temperature
37.915695,-102.82765,21.200000762939453
38.049053,-103.32858,25.799999237060547
38.916035,-104.158745,20.0
37.807236,-102.03611,26.200000762939453
37.48519,-104.81466,26.0
39.35283,-102.84248,19.700000762939453
38.817818,-104.7514,24.100000381469727
38.363567,-104.0992,25.0
39.696312,-102.82483,21.600000381469727
39.37518,-103.34152,27.899999618530273
39.29389,-104.52834,24.5
37.475155,-102.99998,19.200000762939453
39.539238,-103.566574,16.399999618530273
37.943707,-102.96844,24.5
39.769646,-102.08323,27.299999237060547
39.087315,-104.4912,29.5
37.264877,-104.654495,17.5
38.34136,-102.712746,22.399999618530273
38.863277,-102.388405,23.600000381469727
38.81457,-104.365524,15.5
38.96059,-102.30632,22.799999237060547
38.28128,-102.76226,15.100000381469727
39.318127,-102.119774,23.200000762939453
38.087837,-104.72193,21.700000762939453
39.66294,-104.4485,21.700000762939453
38.17258,-104.22562,21.5
39.848392,-104.32852,25.700000762939453
39.93395,-102.37941,18.600000381469727
37.83659,-102.521675,29.0
39.081863,-104.991196,24.5
37.08495,-104.2493,22.200000762939453
38.81858,-102.60956,28.899999618530273
37.797703,-104.206825,18.600000381469727
37.280033,-103.68351,18.799999237060547
37.351162,-104.18354,20.399999618530273
38.956097,-103.32206,16.399999618530273
37.174427,-104.62704,27.799999237060547
39.55562,-103.988144,28.5
38.967567,-104.25965,27.899999618530273
38.379242,-103.80707,24.399999618530273
38.37903,-102.22438,23.200000762939453
38.68944,-104.17021,25.399999618530273
38.933723,-102.728516,29.299999237060547
39.021362,-103.622284,25.899999618530273
39.914116,-103.576675,19.5
39.788364,-103.04054,29.0
37.332993,-102.21044,20.899999618530273
39.884315,-103.2161,22.5
37.41429,-102.01642,28.299999237060547
39.154205,-103.453865,20.799999237060547
38.765858,-103.33951,15.399999618530273
39.07909,-103.93814,26.899999618530273
37.144066,-104.14353,25.700000762939453
37.629433,-103.103516,23.100000381469727
37.82109,-102.472244,19.0
39.419727,-102.349525,18.0
37.839752,-104.997795,15.899999618530273
39.509537,-103.90116,24.5
37.482727,-102.87312,25.600000381469727
39.33232,-104.21851,21.899999618530273
37.487568,-102.372215,15.199999809265137
39.21709,-103.63348,15.399999618530273
39.03338,-103.25712,25.399999618530273
38.839855,-104.44297,22.5
38.411777,-102.90629,24.100000381469727
38.52803,-103.49712,29.799999237060547
39.953102,-102.438416,29.799999237060547
38.975464,-102.53462,20.0
38.266052,-103.49038,23.700000762939453
37.033264,-104.534645,19.899999618530273
38.120823,-104.971886,23.700000762939453
39.67263,-102.67401,24.5
39.304344,-102.78869,21.399999618530273
37.40221,-103.76308,27.299999237060547
38.19519,-102.001915,21.399999618530273
39.12403,-104.98423,21.700000762939453
39.08146,-102.86756,18.200000762939453
37.246906,-103.46317,28.100000381469727
37.072495,-102.61201,21.200000762939453
37.57523,-103.00118,24.100000381469727
39.91231,-103.74883,24.200000762939453
39.818287,-102.22935,25.100000381469727
39.879265,-102.39116,27.399999618530273
37.35472,-103.22422,26.0
37.880547,-104.033066,27.700000762939453
39.080086,-104.146385,15.899999618530273
39.682156,-102.18802,18.200000762939453
39.29004,-103.59459,29.5
39.56511,-103.24552,19.899999618530273
38.49085,-103.62799,23.200000762939453
38.48859,-102.09939,28.700000762939453
39.909103,-102.89178,20.899999618530273
39.722233,-104.61557,23.0
38.88144,-104.283905,20.899999618530273
37.17245,-102.352234,20.5
38.995358,-104.6361,27.399999618530273
38.289375,-102.77641,25.5
38.87987,-102.44577,25.200000762939453
37.398926,-104.55176,17.299999237060547
38.43102,-104.32774,24.899999618530273
39.4548,-104.11168,21.700000762939453
37.100594,-104.1387,23.0
37.18353,-104.32104,29.799999237060547
37.026436,-104.834785,17.100000381469727
39.695892,-104.61288,28.700000762939453
37.58423,-104.82181,21.0
38.540577,-102.45108,23.899999618530273
39.682552,-103.62657,26.799999237060547
39.99662,-103.52731,29.399999618530273
38.443424,-103.11374,27.399999618530273
37.164562,-104.75142,16.600000381469727
37.58564,-102.23782,19.899999618530273
37.02883,-104.35358,20.299999237060547
39.121407,-103.928406,25.799999237060547
38.206715,-104.578125,28.600000381469727
39.558605,-102.90935,19.600000381469727
39.221504,-104.43236,24.0
38.881317,-103.95084,18.899999618530273
37.65571,-104.13609,25.5
38.9053,-102.447044,28.399999618530273
39.148327,-102.756096,26.799999237060547
38.41099,-104.26496,21.0
38.44149,-102.545555,28.399999618530273
38.330826,-102.557144,15.0
37.968056,-103.0289,18.0
38.98318,-102.88093,29.600000381469727
37.22146,-104.74867,22.700000762939453
37.339874,-103.965355,19.600000381469727
38.42267,-103.99445,20.799999237060547
38.948883,-102.025215,16.0
39.323654,-102.549576,18.200000762939453
38.02727,-104.384834,18.0
37.403072,-103.744705,17.299999237060547
38.68703,-104.77329,25.700000762939453
37.569115,-102.773,26.200000762939453
38.94383,-104.78608,27.5
37.657524,-102.97268,23.0
37.799225,-104.864655,21.299999237060547
37.466507,-104.5857,15.300000190734863
38.682198,-104.892845,16.0
38.415405,-104.78451,24.5
38.848553,-102.17635,16.299999237060547
37.34872,-102.725685,28.200000762939453
39.22821,-104.342224,18.899999618530273
37.862167,-104.942894,24.200000762939453
38.117268,-103.43791,23.700000762939453
39.908535,-103.00674,29.799999237060547
39.777668,-104.88046,19.700000762939453
39.681835,-103.43144,25.399999618530273
38.59426,-103.75895,25.600000381469727
38.167603,-102.16875,20.100000381469727
38.488487,-104.22895,23.5
38.384445,-104.78739,19.299999237060547
39.17089,-102.49241,22.700000762939453
37.07926,-104.08958,27.299999237060547
38.013863,-102.76712,15.100000381469727
37.286625,-102.28253,29.799999237060547
38.510284,-103.15543,25.200000762939453
38.932228,-102.35178,17.399999618530273
39.939445,-104.54418,18.399999618530273
37.886036,-103.06806,24.399999618530273
38.08828,-102.99098,21.899999618530273
38.973667,-104.58964,22.700000762939453
39.639294,-103.003845,19.799999237060547
37.47084,-103.83666,23.600000381469727
38.96347,-104.99494,27.5
39.63686,-104.31266,19.0
38.69017,-102.53848,17.100000381469727
39.827274,-102.49452,27.399999618530273
39.405956,-104.60002,15.800000190734863
38.498734,-103.06901,22.899999618530273
37.541332,-102.67452,27.899999618530273
37.66819,-102.07448,17.600000381469727
37.938644,-103.01213,25.100000381469727
38.547047,-102.50088,27.200000762939453
37.23677,-102.61113,29.899999618530273
39.569122,-102.385345,24.700000762939453
37.396805,-103.818565,26.399999618530273
39.653698,-104.5316,23.799999237060547
39.030518,-104.583275,26.0
39.054424,-103.06601,17.899999618530273
38.586647,-104.82564,25.899999618530273
38.233433,-104.988846,21.5
39.75096,-104.43153,21.899999618530273
37.564632,-103.29565,19.5
37.848103,-104.45646,19.5
39.3561,-104.44059,20.399999618530273
39.053406,-103.1768,17.399999618530273
38.23819,-104.57218,18.600000381469727
39.82182,-103.95804,17.5
38.155388,-102.30249,23.700000762939453
39.375256,-103.26219,25.700000762939453
37.933746,-103.57576,16.200000762939453
37.7957,-104.23625,18.899999618530273
37.22584,-104.32414,25.299999237060547
38.976162,-104.04092,16.899999618530273
37.17467,-104.59836,22.899999618530273
37.386795,-102.91871,16.700000762939453
38.968113,-102.31039,25.899999618530273
38.101154,-103.41694,25.299999237060547
39.21892,-102.55328,18.600000381469727
38.840897,-103.6432,28.799999237060547
37.171764,-102.2744,20.700000762939453
37.25722,-102.30955,28.700000762939453
38.735638,-103.766556,25.100000381469727
37.919853,-103.35658,19.0
37.600883,-104.68201,16.299999237060547
39.50167,-104.386215,27.399999618530273
39.87011,-104.66436,20.0
38.723595,-102.30494,25.100000381469727
39.022495,-104.1751,23.600000381469727
37.367664,-103.01351,19.700000762939453
39.697388,-102.352295,27.100000381469727
37.275345,-104.79004,20.100000381469727
37.37964,-103.991394,21.899999618530273
39.995785,-102.70615,21.299999237060547
39.4713,-103.3326,22.200000762939453
38.639915,-103.75939,22.700000762939453
39.74584,-104.81785,23.799999237060547
39.4476,-102.6502,17.100000381469727
39.120087,-104.03672,22.299999237060547
38.503624,-104.40321,27.299999237060547
39.626785,-103.862236,18.700000762939453
37.990116,-102.77846,16.899999618530273
39.476418,-103.4479,16.700000762939453
39.547436,-103.65008,26.799999237060547
39.37746,-103.16875,16.200000762939453
38.89355,-104.254456,29.600000381469727
39.54206,-103.22715,25.0
39.128933,-102.38513,16.700000762939453
37.434353,-102.22339,22.200000762939453
38.50107,-102.22452,24.200000762939453
37.036304,-103.90395,29.0
38.07228,-103.88603,21.200000762939453
39.317204,-103.68596,23.700000762939453
39.28942,-104.96256,28.0
37.586548,-104.38449,28.399999618530273
37.838276,-103.66641,22.200000762939453
39.06581,-102.86169,26.0
38.689793,-104.519516,17.5
37.58829,-103.104774,18.600000381469727
38.72609,-102.15787,22.0
38.31509,-104.1816,18.799999237060547
38.471203,-103.02169,19.299999237060547
38.541775,-102.99195,22.100000381469727
37.08402,-104.46169,15.199999809265137
38.200607,-102.56246,15.0
39.62151,-104.36262,26.200000762939453
39.458927,-103.04734,16.600000381469727
37.8697,-102.99204,28.5
39.970264,-102.20394,22.600000381469727
39.672966,-103.39839,27.0
38.704285,-104.55641,26.100000381469727
39.999237,-104.11873,21.0
39.33845,-102.113335,25.5
39.378983,-102.22371,15.699999809265137
39.395584,-104.95742,21.100000381469727
38.14443,-102.04441,18.700000762939453
38.162006,-103.888596,25.200000762939453
37.010056,-102.75895,28.899999618530273
37.701153,-104.73571,18.399999618530273
37.73216,-102.57574,22.399999618530273
38.379925,-103.433784,28.700000762939453
38.04919,-103.68807,20.5
37.40169,-102.09839,18.100000381469727
39.758366,-103.82431,28.299999237060547
38.547596,-103.53586,15.399999618530273
37.020184,-103.63156,24.299999237060547
37.06717,-104.00485,17.200000762939453
38.696,-102.460815,22.799999237060547
39.982002,-102.39626,29.0
37.09133,-102.70508,27.700000762939453
38.09753,-103.93128,22.600000381469727
38.357723,-104.25555,26.600000381469727
37.018852,-103.59018,24.0
37.067932,-104.22228,18.600000381469727
37.723274,-102.03669,19.600000381469727
38.494347,-103.84453,26.799999237060547
38.356922,-104.76828,28.299999237060547
39.580982,-103.15314,28.299999237060547
38.56004,-102.898224,29.600000381469727
39.352768,-102.87529,16.5
38.28565,-103.81614,18.899999618530273
39.319782,-102.45214,24.100000381469727
39.057842,-103.48245,23.200000762939453
38.52427,-102.25715,20.700000762939453
38.818306,-104.36631,27.299999237060547
39.451687,-102.8543,26.399999618530273
38.31765,-104.023636,19.399999618530273
37.79671,-103.30327,19.5
39.112152,-104.80968,18.100000381469727
38.901924,-103.05576,24.399999618530273
39.745987,-102.62287,19.5
39.795273,-104.00444,24.100000381469727
37.644417,-104.41578,16.5
39.638805,-103.09344,17.5
39.160725,-103.79642,29.799999237060547
39.830578,-102.74996,21.799999237060547
38.77264,-104.69227,28.600000381469727
38.95002,-102.691795,15.600000381469727
37.622578,-104.88521,26.899999618530273
37.691345,-102.38187,18.700000762939453
39.146484,-104.32492,16.600000381469727
39.428295,-104.70814,28.600000381469727
39.493618,-102.3163,16.600000381469727
38.25627,-103.81043,26.0
37.258915,-102.26,27.100000381469727
38.49022,-102.207985,19.200000762939453
37.98189,-103.496925,22.200000762939453
38.085636,-104.45235,17.200000762939453
37.260838,-104.78173,20.700000762939453
39.82107,-104.82124,27.299999237060547
38.58241,-104.30176,20.600000381469727
39.406837,-102.98323,19.700000762939453
38.465874,-102.39709,27.899999618530273
37.478977,-104.69311,27.100000381469727
38.407104,-103.661964,23.5
37.476578,-103.05624,17.200000762939453
38.752914,-104.21828,18.299999237060547
38.74213,-103.87399,19.899999618530273
39.29172,-102.97037,19.5
37.79378,-104.40904,21.799999237060547
39.076717,-102.73994,18.200000762939453
38.13528,-104.14986,25.5
39.40229,-102.59769,24.600000381469727
38.70977,-102.56089,19.799999237060547
38.314484,-102.095665,26.700000762939453
39.328556,-103.3206,25.399999618530273
38.274673,-102.39542,19.399999618530273
39.731754,-102.34021,17.100000381469727
39.604877,-104.685555,26.600000381469727
37.304485,-103.553185,27.299999237060547
39.30999,-102.88729,15.800000190734863
39.975983,-103.10122,22.600000381469727
37.143814,-103.40678,19.600000381469727
39.20089,-102.04363,29.700000762939453
39.625275,-104.88466,15.199999809265137
37.233894,-104.75228,23.0
38.549374,-104.370476,20.899999618530273
39.855885,-103.12515,24.5
38.64642,-102.22221,29.299999237060547
37.282825,-102.01483,27.0
38.166893,-104.09161,25.5
39.523937,-102.79599,25.899999618530273
37.928062,-102.11501,22.600000381469727
37.69257,-102.30962,28.299999237060547
39.77543,-104.15797,28.600000381469727
38.925114,-102.48359,29.5
37.33749,-103.88977,17.899999618530273
39.007095,-102.30527,20.899999618530273
38.33616,-104.213646,17.799999237060547
38.25289,-103.35753,29.600000381469727
37.532333,-104.78395,24.299999237060547
39.53132,-103.018196,20.899999618530273
39.437447,-104.68118,20.899999618530273
38.833767,-103.28827,17.899999618530273
38.447147,-104.7292,15.800000190734863
37.865433,-103.61795,21.100000381469727
38.235615,-103.924644,20.200000762939453
38.12313,-102.13128,22.799999237060547
38.494366,-104.77506,25.200000762939453
37.29227,-102.81555,25.399999618530273
37.616302,-102.52393,16.600000381469727
37.656834,-104.240585,15.5
37.51743,-102.04853,16.700000762939453
37.081753,-102.40286,27.799999237060547
39.446014,-103.52179,19.899999618530273
38.346214,-103.79788,28.399999618530273
37.57226,-103.12183,27.399999618530273
38.22662,-104.49151,26.600000381469727
39.008686,-104.7202,29.899999618530273
37.420406,-103.95387,22.299999237060547
38.189617,-104.75303,20.100000381469727
38.450523,-102.37127,28.899999618530273
38.719975,-103.71197,17.899999618530273
38.81472,-103.44044,20.0
39.88766,-104.90007,23.600000381469727
39.212505,-102.60318,24.799999237060547
39.98561,-104.89557,22.200000762939453
37.81279,-104.54255,15.5
39.696323,-104.521774,28.200000762939453
37.07949,-102.77773,17.299999237060547
37.963085,-103.94982,22.600000381469727
38.9355,-103.786285,20.700000762939453
39.863598,-104.23524,19.700000762939453
37.066006,-103.77877,18.399999618530273
38.077454,-102.44233,26.5
39.315987,-104.58126,25.5
38.60266,-102.41599,19.200000762939453
37.45593,-102.354576,22.100000381469727
37.091057,-104.48133,25.5
38.485027,-104.275024,19.600000381469727
39.69558,-104.25562,25.399999618530273
39.951954,-102.78275,18.600000381469727
38.853893,-103.28317,27.200000762939453
37.88397,-104.32752,23.5
39.26046,-103.91687,18.899999618530273
38.96888,-102.53941,26.600000381469727
37.18856,-102.29907,28.700000762939453
38.176,-102.71211,18.0
39.020664,-104.53042,23.899999618530273
39.181328,-103.717636,27.200000762939453
37.54856,-102.938675,18.399999618530273
37.90466,-103.925446,29.799999237060547
38.59986,-103.29283,23.700000762939453
37.86687,-103.55873,21.700000762939453
39.87212,-103.6508,28.299999237060547
39.021915,-102.91514,21.100000381469727
39.612934,-104.71993,19.700000762939453
37.758587,-103.167816,25.399999618530273
37.565002,-102.33164,27.899999618530273
38.630814,-103.10019,29.799999237060547
38.2996,-104.44429,23.299999237060547
39.034054,-102.6516,20.799999237060547
39.961582,-104.770905,19.600000381469727
38.785694,-102.18212,27.799999237060547
37.979794,-104.230736,17.899999618530273
39.121918,-102.51754,16.0
39.388966,-103.39482,26.100000381469727
38.5039,-103.21903,27.5
38.11079,-104.54317,17.700000762939453
38.2958,-102.81295,22.5
37.338303,-104.39318,24.399999618530273
39.811115,-103.27017,16.0
39.936287,-104.52747,19.0
38.359333,-102.32772,25.700000762939453
37.54854,-103.38806,27.700000762939453
38.519836,-103.806244,15.699999809265137
38.998497,-104.57577,17.5
39.31227,-104.0828,28.0
39.71411,-103.43526,22.299999237060547
37.350964,-102.77438,23.399999618530273
39.958813,-103.0769,20.799999237060547
39.179855,-104.71936,18.399999618530273
38.69443,-102.52635,27.899999618530273
38.364784,-104.73776,15.600000381469727
37.832855,-102.5118,15.899999618530273
39.672455,-103.01721,17.5
39.72464,-104.25317,24.899999618530273
38.34516,-104.06797,29.600000381469727
39.23063,-104.29707,23.0
39.889145,-104.11047,24.100000381469727
38.061283,-102.652824,21.299999237060547
39.67296,-104.79894,29.700000762939453
37.68629,-102.728645,27.799999237060547
37.106403,-104.10465,29.399999618530273
37.491154,-104.96676,23.5
39.585415,-102.65698,22.5
38.114674,-102.40548,21.600000381469727
38.12195,-104.97623,20.600000381469727
39.17522,-103.913345,23.5
38.649315,-104.05952,17.0
38.57121,-103.324715,23.0
39.83677,-104.38337,26.5
39.498386,-102.38778,27.0
39.525005,-102.596596,25.899999618530273
38.501747,-102.360756,19.799999237060547
39.270107,-103.27708,17.399999618530273
39.89998,-102.382324,21.899999618530273
38.191525,-104.760315,20.0
39.321102,-102.8723,24.5
38.19972,-102.64002,19.700000762939453
39.740192,-102.27761,20.399999618530273
38.59987,-104.27801,25.200000762939453
38.487476,-102.26846,28.899999618530273
39.969345,-104.77687,20.399999618530273
38.74594,-102.54597,19.399999618530273
39.11815,-102.26441,23.399999618530273
38.543606,-103.76549,26.899999618530273
37.45369,-104.15587,25.299999237060547
38.878242,-103.93439,24.399999618530273
38.18051,-102.24989,30.0
39.91975,-102.754524,27.100000381469727
37.11355,-103.601685,28.899999618530273
37.400352,-103.17062,19.399999618530273
38.674305,-104.97746,18.799999237060547
39.079613,-104.26437,29.200000762939453
37.469246,-102.09715,26.899999618530273
38.52323,-103.156334,17.799999237060547
37.85678,-103.422035,29.899999618530273
39.179756,-104.421906,16.600000381469727
39.86132,-102.80004,22.100000381469727
37.80378,-104.35089,26.600000381469727
39.288998,-102.668785,19.299999237060547
39.69402,-103.51387,23.0
38.652924,-104.278534,24.200000762939453
38.254463,-104.39166,28.200000762939453
39.6627,-103.201004,24.899999618530273
38.341007,-104.73468,28.399999618530273
39.547478,-102.2958,21.899999618530273
38.920994,-102.30156,25.200000762939453
39.588345,-102.40415,16.600000381469727
38.792675,-102.08302,17.5
39.74144,-102.17628,29.200000762939453
39.063694,-102.242905,23.600000381469727
38.25993,-103.45469,17.799999237060547
39.052387,-102.026855,15.699999809265137
37.458645,-102.23807,16.299999237060547
39.3608,-102.599556,28.600000381469727
38.534664,-103.78101,15.899999618530273
39.55168,-103.58427,24.299999237060547
37.187397,-104.17217,17.5
37.99112,-104.44677,27.299999237060547
38.451485,-103.1366,24.200000762939453
39.655945,-103.33156,22.299999237060547
37.41697,-104.37008,24.100000381469727
37.192005,-103.73669,22.600000381469727
39.80492,-104.984695,27.299999237060547
38.892082,-102.00846,29.799999237060547
38.95205,-104.54775,23.799999237060547
39.279778,-103.1606,26.899999618530273
39.263863,-103.19602,25.899999618530273
38.738873,-103.36092,27.399999618530273
39.829205,-102.07057,26.399999618530273
38.753136,-102.73199,27.600000381469727
39.666233,-103.54266,23.100000381469727
39.388397,-104.63497,17.399999618530273
38.7713,-104.371284,28.799999237060547
37.01492,-104.889366,20.299999237060547
37.970505,-102.44791,17.899999618530273
38.721462,-102.74168,29.299999237060547
39.55783,-104.52554,22.899999618530273
37.350887,-103.08972,26.799999237060547
38.021,-103.93895,16.100000381469727
37.129467,-104.10113,22.799999237060547
39.58594,-104.81194,17.5
38.40928,-104.35623,15.699999809265137
37.72469,-103.70609,17.5
38.419167,-103.64515,27.5
38.317883,-104.68545,19.5
39.843884,-102.74266,25.200000762939453
39.740986,-104.75022,24.700000762939453
38.243828,-103.84491,26.0
37.037434,-104.32942,22.600000381469727
37.552994,-103.61488,26.700000762939453
39.78983,-104.45458,18.100000381469727
39.18781,-103.01865,29.600000381469727
38.868786,-102.754005,19.299999237060547
39.71997,-104.800446,20.0
38.49828,-103.29639,18.0
37.24753,-103.37091,15.5
39.910114,-103.085075,15.5
39.2742,-104.53922,28.299999237060547
39.108337,-104.79147,27.299999237060547
37.854538,-102.219635,23.899999618530273
37.24113,-102.43269,26.200000762939453
38.806442,-104.08836,21.899999618530273
38.380253,-102.902016,26.399999618530273
38.527866,-102.673546,23.899999618530273
37.001602,-104.44028,17.299999237060547
39.616447,-103.66943,28.700000762939453
39.543312,-104.995224,25.799999237060547
37.319668,-103.02467,23.399999618530273
39.10873,-104.77612,15.100000381469727
38.87157,-103.30811,22.700000762939453
38.059937,-102.53177,27.799999237060547
39.58702,-104.431435,15.600000381469727
37.68799,-102.28863,26.100000381469727
38.579346,-103.53931,20.700000762939453
38.9201,-104.25177,27.5
38.067017,-104.90601,21.600000381469727
39.77231,-103.8447,21.5
38.58952,-104.06628,21.200000762939453
37.720837,-103.85341,17.799999237060547
39.484913,-102.39003,23.100000381469727
38.647243,-104.05896,18.899999618530273
38.309,-103.681244,18.200000762939453
38.478348,-104.44065,24.5
39.416214,-102.414055,23.600000381469727
39.728306,-103.32267,29.299999237060547
38.3005,-104.44574,29.299999237060547
37.488316,-102.499825,25.0
39.14995,-102.67551,20.399999618530273
39.78778,-104.81426,22.200000762939453
37.441563,-103.07149,19.899999618530273
37.698345,-104.082756,22.200000762939453
38.949383,-104.20491,20.399999618530273
39.02018,-104.38627,23.0
38.73746,-103.068954,25.700000762939453
37.79875,-103.520355,27.299999237060547
37.09316,-104.23414,29.600000381469727
38.228916,-104.30935,27.600000381469727
37.65563,-104.7723,29.299999237060547
39.554962,-104.44586,24.799999237060547
37.760937,-104.78098,29.899999618530273
38.041126,-104.73989,21.200000762939453
37.598606,-104.98566,29.899999618530273
38.29761,-104.72271,25.0
37.838852,-102.53636,16.399999618530273
37.330166,-104.73207,24.100000381469727
38.00223,-103.19385,15.100000381469727
37.1622,-104.903,29.299999237060547
37.819534,-102.36857,22.5
38.127605,-104.41261,17.399999618530273
39.111214,-104.11679,17.299999237060547
39.230774,-104.95868,19.899999618530273
38.066685,-102.812225,29.200000762939453
38.623913,-104.809875,16.799999237060547
38.018875,-103.54572,16.100000381469727
37.401268,-104.95554,28.600000381469727
38.867252,-104.30575,24.399999618530273
37.487507,-103.3549,27.200000762939453
39.165825,-104.77965,27.399999618530273
37.06002,-102.06659,20.200000762939453
38.94867,-103.76341,21.799999237060547
37.38204,-104.84036,20.299999237060547
38.281776,-103.04414,24.700000762939453
37.72119,-102.71046,27.5
39.07173,-103.38779,28.299999237060547
38.85221,-102.65719,28.600000381469727
39.402775,-104.07605,23.100000381469727
38.57145,-104.49309,29.5
39.035877,-103.46728,21.100000381469727
38.346382,-103.69858,19.200000762939453
38.916904,-103.401535,17.100000381469727
37.524567,-103.202354,19.700000762939453
38.918365,-102.41284,29.700000762939453
38.256542,-103.47165,21.899999618530273
38.17806,-103.39813,15.399999618530273
38.0784,-104.82198,19.399999618530273
39.98206,-102.245026,29.600000381469727
37.59408,-103.484116,21.700000762939453
38.262905,-103.64422,28.5
39.153866,-103.456795,21.399999618530273
37.75181,-102.33223,30.0
39.350418,-103.00775,29.0
37.73364,-102.30826,27.5
38.903473,-104.61451,23.0
39.88388,-104.883095,15.5
39.115875,-103.392715,22.899999618530273
38.65035,-104.29953,23.5
39.417522,-104.33805,18.200000762939453
39.02945,-104.98749,19.600000381469727
38.58608,-102.76047,25.0
37.25569,-104.725945,15.899999618530273
38.14993,-103.53182,17.600000381469727
38.499447,-104.31504,22.399999618530273
38.893486,-103.61071,24.299999237060547
38.289787,-102.2359,25.399999618530273
37.86856,-104.459625,15.699999809265137
37.893677,-104.4607,17.700000762939453
37.42431,-102.15912,18.399999618530273
39.338074,-102.11564,18.200000762939453
37.63929,-104.56055,29.899999618530273
38.048714,-102.228134,28.200000762939453
39.9122,-102.6316,21.700000762939453
39.788826,-102.36499,27.5
39.20642,-102.354385,24.899999618530273
37.523174,-103.39877,28.299999237060547
38.777393,-102.80294,28.799999237060547
37.56753,-103.004875,29.399999618530273
38.28507,-103.4338,22.899999618530273
39.79238,-103.42696,16.799999237060547
39.60269,-103.31833,22.299999237060547
38.276745,-103.54171,17.100000381469727
37.74774,-102.27116,28.700000762939453
37.283207,-104.63168,19.399999618530273
38.83801,-104.10904,20.899999618530273
37.178284,-104.40527,25.700000762939453
38.123573,-104.50249,20.799999237060547
39.450554,-103.306046,26.799999237060547
38.0736,-102.63337,15.199999809265137
37.943913,-102.66288,15.399999618530273
38.88432,-103.10697,19.700000762939453
39.87401,-104.443214,23.899999618530273
39.5784,-103.24017,26.100000381469727
